text,author,date,stars,trail,source
"
 A ton of Technical trail riding here! Tons of Fun with loads of hills and drops! We've got a floating bridge and a suspension bridge and much much more.you have not ridden the toughest trail in Florida until you've ridden Cotton's!  ",FishBoy87,"September 22, 2010",0.0,Unknown,https://www.singletracks.com/bike-trails/jimmie-cottons-trail/
"
 The map shown here is for Carter Rd MTB trials of which Roller coaster is a part. Shout out to these trailbuilders, i belive is the Ridgeriders, for a very challenging technical ride with tons of wood features. Only negative was lots of patches of loose sand ",DonL89,"June 10, 2021",4.0,Rollercoaster,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Fun trail, not much elevation change but enough to be worthwhile. All trails above beginner difficulty have a bypass option. ",acrazedalpaca,"July 21, 2018",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 I Love This Trail, What Can I Say? Its What I Consider My Home Trail, Ride There Twice A Week, Each Trail Top To Bottom. I Love This Trail, And I Think You Would, Too. Easy Trails Always Loaded With Features To Keep It Interesting! Highly Recommend, Trails Are Kinda Sketchy When Wet, But Who Cares? I Give It 4 Out Of 5 Because Its Great, But Not The Greatest. Still Amazing Work To The Ridge Riders, Keep It Up! ",Florida Shredder,"June 22, 2017",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Great trail system. This was my first ride and can't wait to go back. ",Kenny Koon,"June 13, 2017",5.0,Rollercoaster,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 During this time of year, it is very dry and sandy. ",harleyferg,"November 28, 2016",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Not overgrown ",Rkg80,"October 5, 2016",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Fun and Technical ",Rkg80,"October 2, 2016",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Rode yesterday and had a great day, had a lot of fun choosing my lines through root sections. Dry and wet sections of trail mixed, with an occasional mud hole....but it did pour the night before. Always a great riding adventure and still challenging. ",Hobbes,"September 26, 2016",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Rode yesterday and had a great day, had a lot of fun choosing my lines through root sections. Dry and wet sections of trail mixed, with an occasional mud hole....but it did pour the night before. Always a great riding adventure and still challenging. ",Hobbes,"September 26, 2016",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Absolutely stunning trails. On vacation from north Georgia and just happened to bring my bike. Never expected this from Florida trails! Extremely impressed. Job well done to those in charge. ",NorthGATrekker,"July 21, 2016",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Great technical trails! Super tight singletrack with lots of climbing and Big fun drops.Watch out for the Gators and ledges! ",Hobbes,"April 4, 2016",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Great technical trail system, especially the MOE trail. ",Hobbes,"February 1, 2016",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Tough trails, some tight and scary drops, lots of roots, root stumps and rock and some loose sand here and there. But these trails, as well used as they are, can be so much fun and sometimes seriously technical.  Mostly surrounded by water,  the lakes and rivers are doing better but it'll still be a few more years till I would consider them healthy again.  Advise, bring a map, pretty confusing layout and not a single map sign in the woods. Tracks well laid out and easily followed basic red green blue and yellow arrows show you the way, red is hardest. ",Phlip44,"October 26, 2015",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 It has everything.  Climbing, drops, technical, you name it. From begginer level to advanced. Its my favorite so far. ",jp778171,"October 17, 2015",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 The rain did some damage to the trails but the ridge riders have been hard at work because the flow is awesome, the trail is running really fast. ",spike07,"October 6, 2015",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 really like this trail system.
great Florida scenery where the trails were build. ",rocketbracket,"October 5, 2015",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Not as well maintained as Alafia or Balm Boyete but has nice, narrow, technical singletrack. ",Alex_FL,"September 5, 2015",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Fun dips with nice flow. ",Alex_FL,"August 8, 2015",5.0,Rollercoaster,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 I'm pretty sure you used a picture of gatorback fro Alafia on the cover ",BigScruffy,"May 28, 2015",4.0,Rollercoaster,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 I ride here as much as I can, great track to get a good work out and get some good mileage in. Worth checking out, good scenery and decent difficulty. When it's dry it's a pretty fast track, very enjoyable. ",rickbr11,"March 7, 2015",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 1st time here. New to Fl MTB. Had a great time here. Something for everyone. Narrow single track to really good technical. Riding along water and running into a snake or two will keep you on your toes. Gators are active here. ",Searsy45db,"December 29, 2014",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Super nice single track.
Some technical sections.
Mostly fast Ridgeline riding. ",Buddy Ellmer,"December 23, 2014",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 I personally love this trail. It's classic Florida scenery with huge oaks covered in spanish moss and bright green water. The trails are tough, rooty fingers out into the water and offer some great views. Just don't look around too much or you'll end up in the swamp. The trails can be narrow and slope right into the water. ",endobiker,"December 13, 2014",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 I have not posted in about a year on this trail. This trail system has came a long way over the last year. It is fast with a lots of flow to it now. I really enjoy riding carter road. Thanks to the ridge riders mountain bike club! ",spike07,"December 12, 2014",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 The trails are fun and challenging. It is a large loop that goes out with many trails that connect on the way. check out the fingers, big momma's house, the moe, and the beast if you are up for a challenge. The other trails are fun and less technical.  The ground is mostly hardpack with a good amount of tree roots. ",John Franklin,"October 25, 2014",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 I just moved down here a few monthes ago from SE Indiana, this was my first experience with Florida mountain biking and I had a lot of fun on these trails. I've been three times, I haven't been on all the trails it gets a little confusing as there not marked very well, but still fun to ride. If your not from Florida and haven't been riding because you think it's flat and boring, these trails will surprise you and make you work harder than you expected. Ride them at least once you won't be disappointed, and the local riders I've met have been really nice about giving pointers about where to ride and one even rode with and showed me around for a little bit. ",ecback89,"September 29, 2014",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 The trails keep improving under the new RRMBA leadership. New berms have been built along with some bridges and plans are underway for more. Nice flowing trails with harder options to head into. Narrow trails in the Fingers make u work on the climbs and drops. Different kinds of terrain with most of the hard options are on singletrack right by the swamp. Trails are well maintained. One time through on all the hard options gets you 10 1/2 miles. With names like, Snake Ridge, the Beast, Big Momma(aptly named for the 8ft gator that sometimes suns on the trail) and the Moe you certainly get a great workout on different types of terrain. My favorite place to ride. ",ittakes2freestyle,"August 21, 2014",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Awesome trail.   Rode with some buddies and had a blast.  Got there early and there was a race scheduled for later so only got in a couple of hours.  Great scenery and challenges for every level.  I do agree with some of the other reviews in that you do hit some turns and or crossroads with no markings so you kind of have to guess which direction to travel for certain trail levels.   An awesome place and hope to get back many times in the future.  Worth the 2 hour drive! ",flatback,"August 10, 2014",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Awesome park! great fun.
VERY unique landscape. 
My ONLY criticism is that the ONLY trail map is at the trail head. Signage(arrows) were ok, but a map or two along the way would make this a perfect 5 star. ",BeefyBoy,"March 2, 2014",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Went here for the first time yesterday with some co-workers. The trails were fun and according to them a fair amount of work has occured there recently. Trails seem to flow pretty well but are a bit more technical than Balm-Boyette (the only other local trails I have been on so far). The newer trails need a bit of time to break in properly they still seemed a bit rough. ",rwmtb,"February 7, 2014",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 I ride this trail system all the time. It's a great trail with great flow. I give it five stars! ",spike07,"January 2, 2014",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Really enjoyed this park.  The ridges, awesome scenery, challenging climbs and the trails being in great shape made for a great day of riding.  All six of us enjoyed this place. The fingers were a lot of fun and a few of those narrow ridges were pretty unique. ",,"October 30, 2013",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Great trail system!  Went here with a group of riders with differing skill levels and everyone loved it.  The yellows and blues were fun and the reds were challenging.  The scenery was beautiful, especially the view from the ridges.  Ted, a rider with the local Mtb club showed us a bunch of great trails and was very helpful.  You have to check out this place! ",,"October 14, 2013",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Yea, what she said! ",Pake,"October 13, 2013",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Just got back.... We had a blast riding here! Trails are well kept and some new red clay was added to some spots.  Love these trails and we'll be back! ",ediblefrog,"October 13, 2013",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 This trail is awesome!! Favorite trail so far. Lot of roots make it fun. ",ridgeriderspencer,"October 2, 2013",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Took my wife there for the first time.  She didn't do any ""red"" trails but enjoyed the others (well, except for all the mud/water spots).  A local told us the ""Big Momma"" was trapped and removed from the water.  I was hoping to show my wife.  Wife's already wanting to camp near there some weekend, to ride again.  I like how it all flows off the ""yellow"" trails. ",Pake,"July 29, 2013",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Ok, I just got back from my first time on this trail, yes most of the trails are ""sick"", but I must say the rangers group may want to label the trails a little better, tried the easy trails to get a feel, kept getting onto the expert trails, which for a first timer MTB kicked my butt! Need better signage, please, Thanks ",limescott40,"June 7, 2013",3.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Trail is ridin' fast. New video of Cruddy Buddy, Baby Beast and Horseshoe. ",bruces,"April 2, 2013",0.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 I ride this trail system at least twice a week and it never gets old, actually gets a little more fun each time to tell you the truth. The trails are in excellent shape right now, so come on out and shred them!! ",Peresite70,"March 27, 2013",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 This is my favorite spot in FL. Intense climbs followed up with sweet downhill and tons of speed. The fingers are sick and trail is always in great shape. ",bulletprooftiger,"February 8, 2013",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Great trails! Overall it all flows together nicely although there are some areas that could use additional or improved signage. But that aside, this trail is a blast. Just be aware that all but the last trails are ""in and out"". Roller Coaster and the Blue trail next to it are ride throughs to the return trails back to the trail head.
Will definitely ride again and with no entrance fee...will likely ride often. ",ebjr,"December 31, 2012",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 This was my first experience riding a trail. I have to say it was a lot of fun, but some beginner areas were more difficult than I thought they would be. Made it through with no injuries, great place for all ranges of experience. I will definitely be going there often. ",Ant10ne,"October 29, 2012",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 First time there today. Pros:
Close to everything (offSR37), including WalMart (1/4 mile away) and Home Depot (In case you need tools). Trails flow together nicely and are marked well. Lot's of great views and challenges.  I love the edge riding.  Lot's of steep ups and downs.  If you ride Boyette and Alafia, it's not that far away.  Give it a try.  A really beautiful area. Cons: Trash, even 20' away from a placed can.  Even the streams had tires in it.  Sad to see the locals don't care about their area. Lot's of roots (wife's not a root fan) and soft sand at (imo) the wrong places (face planted at a stupid easy corner as I turned to go up trail :-p ). One wooden structure abandoned on it's side, at the beginning of one trail.   I did 2 hours of riding and enjoyed it.  I wish my camera hadn't decided to die then, as I would have loved to have taken pics.  I hope to convince my wife to come out once, if anything for the vews! ",Pake,"October 25, 2012",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 This was my first trip to these trails.  Just getting back into mountain bike riding after what was probably an 18 year lay-off.  I stuck to mostly the Yellow trails to start with, but found them enjoyable with a good number of challenges.  Especially for a fully Rigid Bike. ",banditfl,"October 23, 2012",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Had a great ride today on all the trails out at Carter Road... The trails were nice and dry and really fast today... ",Peresite70,"September 3, 2012",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Rode there today on my lunch break. There was a few big broken limbs on the trails. Besides that the rest was good. ",Peresite70,"August 29, 2012",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Rode out there today 08-12-12 and a lot of the trails were good, but under some of the shaded area were some muddy wet spots... And the Ridge Riders were out there doing some work on the fingers repairing some of the boarded areas and triming up the trails as well... ",Peresite70,"August 12, 2012",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 I love this place. Great trails and ridge riders seem to really keep them in great shape. Has something for everyone and the facilities are great too ",,"August 6, 2012",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 All I can say is SWAMP take some lessons on trail maintenance from Ridge Riders at Carter Park. The Ridge Riders have completely transformed this park to a fast technical nail biter trail system. Too bad poor Alifia can't get some TLC like Carter has received ",dmc751,"August 4, 2012",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Rode these trails this past Saturday 07-21-12 and they were all in great shape. A little mud at the start of the trail head, but the rest was good. ",Peresite70,"July 23, 2012",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Great trail system that has plenty of ups and downs to test your skill level.  ",Peresite70,"July 16, 2012",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Quality trail, well marked. Shady and good balance of beginner/intermediate/expert trails. ",CamtheChamp,"March 11, 2012",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 love this trail system! not very long, but plenty of different type of trails for all kinds of skill levels. tight twisty single track and very technical sections, but lots of fun stuff in between. The Ridge riders keep this place well maintained.  ",darrinw2001,"February 9, 2012",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 sweet trail with some really tough single track. big red and roller coaster are sick. big red is a must. sneaky snake is awesome too. i see gators along the shore every time i go.. big ones too. fun place to ride. wednesday is wacky ""ride the trail in reverse. thats fun too. ",iamarealscientist,"February 9, 2012",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Nice flow, great view! Recommend for all level riders. ",carlitosway,"January 28, 2012",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Awesome little trail! Had a blast on this the last time I was at Carter Road. It is short, but it packs a wallop. Quick climbs and descents, and it seems a little less technical than the fingers. I haven't been able to make myself go down the crazy steep slope yet. Watch out for other riders on this trail as it criss-crosses with a blue trail in some parts. ",afullsodacan,"November 26, 2011",5.0,Rollercoaster,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Great system of trails! This kind of my home trail, and it holds its own against Alafia, Balm Boyette, and Santos. If you can ride some of the hardest parts on these trails, you should be able to ride just about everything in Florida. There is everything from very calm yellow trails through fields to red trails that have some nail-biter sections. Most (or all) of the reds have some parts where you could pretty easily fall 10-20 feet to the water on either side of the peninsulas. They have quite a bit of some steep hills. The blues are also a lot of fun, quite a few technical spots with some quick up and down parts. One of my favorite things at this place is that most of the reds are out-and-back which allow you to ride them while your family/friends can wait a couple minutes and you'll be able to meet right back up with them. This makes it a great place for anyone. I also love that all the trails are directional. The only thing negative I could say is that as opposed to Santos or Alafia, is that Carter Road is a little bit shorter (quantity of the trails--4 stars, quality of the trails--5 stars). One other thing that really gets on my nerves is that you need to watch out because there is almost always people fishing and walking right on the trail.* Review edited 5/3/2012 ",afullsodacan,"November 21, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Nice trail.  Very nice scenery.  As most good trails go this one has a bit of everything.  If you stick to the yellow areas you can ride easily as an intermediate and learn without too much danger as a beginner.  If you ride the red areas you will be challenged even if you are a good rider.  The trails are narrow and pretty.  There is a little bit of climbing on the red areas.  Some of the climbs are very steep albeit short.  Really neat design with a lot of critters moving about.  Snakes, Gators, Tortoises.  You see a lot out there.  Many riders which really surprised me for a Thursday afternoon with a 100+ degree heat index.  Very dry well drained.  Sandy in some areas.   Hats off to the Ridge Riders who keep the trails up and provide the map and markings for the trail.  The trails were pretty well marked and although there are areas that have  a little trash here and there from other users it was a very pretty area and very well kept. ",trnsprt,"August 5, 2011",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 I was extremely impressed with this set of trails. Although the length was not long overall, the advanced trails were extremely challenging. Nice ledges and beautiful views. ",jbster13,"January 9, 2011",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 I ride this trail almost everyday. I havent been seeing all the trash everyones been talking about, maybe some here and there but nothing major. A little work is needed here and there where some of the trails are being eroded down. However as of about 3 days ago I could tell where the ridge riders had been in and moved a lot of dirt around fixing up some rough spots. Overall its a great trail, lots of varying and challenging terrain (especially the fingers) with some great scenary as well. * Review edited 11/7/2010 ",MERCE006,"November 7, 2010",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 I rode this trail with a friend on Sept. 6th, 2010 and was a bit disappointed.  The yellows and blues are decent for very short sections.  Just when you get going and get in a zone, that trail ends and you have to search for the next one.  Many of the reds are washed out and in need of some work to make them even worth riding.  If you like to get a sweat going and put in a workout, then stick to the blues and some yellows that get you around this trail system. The reds are not worth the time unless they make some improvements. I saw another review say that this was every bit as good as Alafia if not better and that could not be further from the truth.  Alafia and Balm Boyette are very nice and flow smooth throughout and will be the only trails I visit in the future when I decide to ride in that area. ",blowinup13,"September 14, 2010",2.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Rode here today and this was a great place to ride.  I agree with most of the other reviews of this trail so I won't restate what others have said except that I wish the first mile or two was marked better, because it is easy to get lost on the first time out.  Nice locals on the trail to help out though.  Only did the yellow and some of the blue trails.  Great place for a beginner to go looking to improve their riding.* Review edited 5/8/2010 ",rwingman,"May 9, 2010",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 The directions above are incorrect.  FROM TAMPA, take I-4 to exit 27, the Polk Parkway (SR-570), toll road.  Follow 570 East to exit 7, S. Florida Ave (CR-37).  Go South on 37 for about 4 miles.  Turn left (East) onto Carter Rd by Taco Bell / Wal-Mart.  Park is 1/2 mi. on right.    FROM ORLANDO, take I-4 to exit 41, Polk Parkway (SR-570) toll road.  Follow 570 West 17 miles (3 toll plazas) to exit 7, S. Florida Ave (CR-37).  Go South on 37 for about 4 miles.  Turn left (East) onto Carter Rd by Taco Bell / Wal-Mart.  Park is 1/2 mi. on right.  ",markcamaro88,"April 3, 2010",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 This is in the back section of the big Polk County Loyce Harpe baseball/soccer complex.  We just rode it for the first time today.  My 9 yr old on his new Specialized 24"" and my 3 1/2 yr old riding on the back of my bike.  We hit mostly yellow (easy) trails and some blue (intermediate).  Five minutes into the ride we were lost in a big field of jeep trails... eventually we found some hikers who pointed us to the ""Horseshoe"" and that's where the fun began.  Lots of whoop-de-doos, roots, switchbacks etc.  Each hairy section seems to be followed by a couple minutes of easy trail gliding before another rough patch begins.  I think we only hit about half the network before sundown.  While some parts were unnerving for me with a 40lb kid over the back wheel, both kids loved it!  Can't wait to go back again on my FS with no back-seat passenger! ",markcamaro88,"March 20, 2010",3.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 I rode Carter Rd. for the first time today, and I was definitely impressed. I had read other reviews of people complaining how it looked ""ghetto"", but I honestly encountered nothing like that. The trails are fun, twisty, and fast in sections. A lot of the trails offer an excellent technical challenge. Ridgeriders MTB club does a very good job making sure the trail markers are in place, and it is pretty easy to follow. There are definitely some hairy spots, as a lot of the trails run along ridges with serious drop-offs on both sides. BE CAREFUL HERE! All in all, the parking area is spacious, there is a bike wash area, and I definitely give Carter Rd. a big thumbs up.  ",rich67,"March 7, 2010",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Great variety of terrain and technical challenges.  There are some super-challenging trails that are narrowly wood-lined with errosion walls.  Can be rough on your bike if you aren't skillful & ready.  Overall great!  The only negative would be the tideness and upkeep of the trails, which isn't too good.  (trash, etc.) ",reif-s,"November 27, 2009",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Fingers are nice technical challenges. Some of the steepest descents and drops available on a trail in Florida. Prefer the slightly more varied Alafia and Santos, and the ridge line at Boyette, but Carter Road is my fourth favorite FL park.* Review edited 5/2/2010 ",GoKite5,"November 25, 2009",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 still love this trail!!! lots of progress in the last few years. best when it is dry. a good mix of everything.
if you are in central florida, do not miss this trail. and yes, watch out for the fishermen. ",freerideunionrider1,"September 17, 2009",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 This trail is designed as a race course. All trails are one way single track. Trails range from fast, tight trails through wooded area to high narrow ridges extending out into the surrounding lake. Any section of the trail considered to be too technical can be bypassed. I don't recommend this trail for beginners because most trails have fairly technical terrain. Trails are well marked and difficulty ratings are accurate. Don't miss Finger 1 and Finger 3. On my most recent trip August 29, 2009 some flat portions of the trail were muddy and sneaky snake seemed to have been tamed down some. This is my favorite trail to ride in Florida, I cannot get enough of the fingers. ",nickbj05,"September 12, 2009",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 New rider here, I started up at Santos, then I rode this place twice, and round 1 I felt completely outta my league, round 2, still really tough but of course still fun. For a newbie it feels pretty technical almost all the time so I never seemed to get a chance to recover my flow once I lost it.   ",mudly68,"August 3, 2009",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 This trail has a lot to offer everyone....easy to very difficult......up & down hills and sugar sand in spots.....along the water (where the GATORS lay in wait for their next meal) ....lol.....rode this trail a few times and I know I have missed a few trails....maybe next time. ",JSurratt,"June 4, 2009",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Awesome trail with something for everyone. If it's not long enough, ride it again...duh.* Review edited 4/11/2009 ",cujo,"April 11, 2009",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Loyce Harpe Park  Trail Description Loyce Harpe Park (formerly Carter Road) Trail is approximately 10 miles in length. The trail is built on old phosphate land offering something for everyone from beginners to advanced riders. The trail meanders around scenic lakes up and down ridges with numerous wildlife encounters. Watch out for the notorious 14 foot gator known to the locals as ""Big Mamma"". ",thegrooms83,"March 24, 2009",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 This is a great little trail for this area.  The technical single trak in the mine spoils near all the water was awsome.  I loved all the fast tight single trak.  Just missing long fun downhills - and no grueling uphills either.  But this trail was a lot more fun than i anticiapted. ",craig_sloan,"October 5, 2007",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 short ride super challening wish it was longer great ride after work  ",Dippy1584,"May 25, 2007",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 This trail is a great ""after work"" ride.  The system flows nicely.  The trails are tight in sections.  There is something for every level of rider here.  There are dirt (vehicle) roads that can be a bypass for difficult sections.  The park has come along way over the years.  Those that remember the unkept Carter should give it another chance.  I did & I don't regret it.  This has descent singletrack & some technical challenges, which is a God send.  Beware of careless fishermen in the trail.  This is a good park for the family.  Has a nice playground area for the kids & well kept dog park.  Thanks to all that the Ridge Riders & others for continuing to be progressive with this park. * Review edited 12/20/2010* Review edited 12/20/2010 ",Allen_,"April 16, 2007",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 People have been working hard on the trails recently and alot of improvment on sections that didn't flow quite right.  A great place to ride.  Blood really gets pumping on the ridges or near the gators.  Challenging ",papercityhustler,"March 21, 2007",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Its Ok....I ride Alafia Religiously and wanted a change, but I wasn't impressed.  Trails are a not marked well and need lots of maintenance.  This park has a lot of potential, but with no one there working the trails its a lost cause.  I would recommend Alafia without a doubt.   ",Major813,"February 20, 2007",3.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Lots of changes.  Now known as Loyce Harpe park.  Local police are very active at keeping atv's and 4X4 trucks off trails.  New signs thanks to local boyscouts.  All bridges have been repaired.  The trail is flowing better than ever right now and attracting  lot of new riders.  If you have not been there in a while you are missing a great, much improved trail. ",mtbfamily,"February 4, 2007",5.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 overall the trails are in good shape a very dyverse   trail  however i ride this trail almost every weekend trails need some attension like at the beggning of sneeke snake and toward the end of big mommas house other than that ahsome trails . ",tagster,"June 26, 2006",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Not being an ""expert"", I enjoy riding at Carter road for a good quick cardio workout. I can't stay on my bike through some of the more technical parts, but keep a steady pace and carry my bike through the sections I can't ride. The sand in parts is annoying, but for the most part the trail is maintained very well and has a nice flow to it. As someone mentioned, the more difficult parts can be skipped for a more constant ride. ",dashreeve,"May 4, 2006",4.0,Unknown,https://www.singletracks.com/bike-trails/loyce-e-harpe-park-carter-road/
"
 Excellent experience. Slightly wet when I went in April. Can be very slippery. Very well marked trails. Will return. ",HydroMTB,"May 10, 2020",5.0,Unknown,https://www.singletracks.com/bike-trails/chuck-lennon-park/
"
 Enjoyed- ",sunnysmiles,"March 21, 2020",5.0,Unknown,https://www.singletracks.com/bike-trails/chuck-lennon-park/
"
 Very well built,marked and maintained trails.A few trails in the system my ages 7,8 & 10 grandkids can ride.The expert section is very technical. ",Daniel_Sheets,"January 6, 2020",5.0,Unknown,https://www.singletracks.com/bike-trails/chuck-lennon-park/
"
 A challenge for all skill levels, Chuck Lennon has great variety.  Trails very well maintained, awesome place to ride your bike. ",mlombar17,"January 26, 2019",5.0,Unknown,https://www.singletracks.com/bike-trails/chuck-lennon-park/
